rank,candidate_id,score,judge_tier,judge_note,title,company,yoe,location,open_to_work,last_active,response_rate,notice_days,willing_relocate,github,saved_30d,apps_30d,core_score,ce_score,rrf_score,retrieval_search,vector_db_hybrid,eval_framework,ltr_reranking,llm_integration,python_coding,sys_experience_score,product_ratio,experience_recency,depth_signal,ninety_day_alignment,wrong_domain,research_only,suspicious,honeypot_score,is_ghost,roles,current_description,relevant_skills,submission_reasoning
91,CAND_0032089,38.005306,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,ML Engineer,Saarthi.ai,6.6,"Trivandrum, Kerala",True,2026-03-13,0.54,45,False,25.6,38,10,56.43,41.43,0.006997823809904022,1.5,1.5,0.0,2.0,0.0,2.5,1.0,0.8831,0.5,0.5,0.4877,False,False,False,0.0,False,*ML Engineer @ Saarthi.ai [16m] | AI Specialist @ Niramai [33m] | Computer Vision Engineer @ Observe.AI [19m] | AI Research Engineer @ Infosys [9m],"Worked on customer-facing predictive modeling for an e-commerce platform — churn prediction, conversion likelihood, lifetime value estimation. Used scikit-learn and XGBoost; main models were gradient-boosted trees with ~80 hand-engineered features. The work was split roughly 60/40 between modeling and data prep / SQL. The churn model is now used by the retention team, though my role was more on the modeling side than","Pinecone(advanced,37m); Python(advanced,59m); Milvus(intermediate,29m)","ML Engineer at Saarthi.ai with 6.6 years of experience: Profile-text evidence in Python Engineering: 'fetime value estimation. Used scikit-learn and XGBoost; main models were grad...'. Behavioral signals: 45-day notice (buyout possible). Note: Located in Trivandrum, Kerala, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
92,CAND_0057701,38.004105,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Recommendation Systems Engineer,Verloop.io,4.1,"Chandigarh, Chandigarh",True,2026-05-10,0.56,120,False,64.7,9,18,58.66,66.62,0.05389119850462768,1.5,1.5,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,False,False,False,0.0,False,*Recommendation Systems Engineer @ Verloop.io [49m],"Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item engagement history. Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Worked closely with PMs to define the optimization target (click-through vs. dwell","OpenSearch(expert,53m); Qdrant(advanced,20m); Python(expert,76m); Milvus(advanced,25m)","Recommendation Systems Engineer at Verloop.io with 4.1 years of experience: Strong evidence in Learning-to-Rank and Reranking, specifically: 'Trained and shipped multiple ranking models for our product's discovery feed ...'. Behavioral signals: 120-day notice (significant barrier). Note: Located in Chandigarh, Chandigarh, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
93,CAND_0010149,37.993364,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,ML Engineer,Glance,6.9,"Bangalore, Karnataka",True,2026-05-25,0.82,90,True,18.0,45,10,50.05,37.03,0.01175129347804752,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.8415,0.5,1.0,0.435,False,False,False,0.0,False,*ML Engineer @ Glance [24m] | Junior ML Engineer @ InMobi [25m] | Junior ML Engineer @ upGrad [20m] | Senior Software Engineer (ML) @ TCS [13m],"Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. Set up the training pipeline (data loading, augmentation, evaluation) and the inference service. Most of my project work has been in CV; I'm now interested in transitioning toward NLP/LLM work but my professional experience there is limited.","Milvus(advanced,49m); Vector Search(advanced,36m); Elasticsearch(advanced,38m); QLoRA(intermediate,14m)","ML Engineer at Glance with 6.9 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: strong recruiter response rate (82%); 90-day notice (significant barrier). Note: Located in Bangalore, Karnataka, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
94,CAND_0000273,37.758728,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,ML Engineer,BYJU'S,5.8,"Kolkata, West Bengal",True,2026-05-07,0.47,60,True,29.2,31,2,50.51,33.71,0.010865278300791708,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*ML Engineer @ BYJU'S [32m] | Senior Software Engineer (ML) @ Yellow.ai [37m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Fine-tuning LLMs(intermediate,29m); Qdrant(intermediate,9m)","ML Engineer at BYJU'S with 5.8 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 60-day notice (buyout possible). Note: Located in Kolkata, West Bengal, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
95,CAND_0073007,37.632612,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Specialist,Aganitha,5.8,"Bangalore, Karnataka",True,2026-05-07,0.83,60,False,66.5,39,17,50.66,46.0,0.005646130060199444,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*AI Specialist @ Aganitha [50m] | Junior ML Engineer @ Glance [19m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Milvus(intermediate,20m); PyTorch(intermediate,15m); Embeddings(advanced,57m); FAISS(advanced,28m); pgvector(advanced,34m)","AI Specialist at Aganitha with 5.8 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: strong recruiter response rate (83%); 60-day notice (buyout possible). Note: Located in Bangalore, Karnataka, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
96,CAND_0017178,37.518487,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,ML Engineer,Swiggy,4.2,"Hyderabad, Telangana",False,2026-05-26,0.85,30,False,33.3,14,12,52.33,32.69,0.011278109454226687,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*ML Engineer @ Swiggy [32m] | ML Engineer @ Glance [18m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","pgvector(intermediate,35m); QLoRA(advanced,22m); Information Retrieval(intermediate,19m); BM25(intermediate,26m)",ML Engineer at Swiggy with 4.2 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: strong recruiter response rate (85%); 30-day notice. Note: No evidence of Evaluation Metrics; overall evidence density is lower than top-tier candidates.
97,CAND_0046278,37.509979,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Senior Software Engineer (ML),Dream11,4.6,"Ahmedabad, Gujarat",True,2026-03-27,0.5,60,False,-1.0,40,10,51.66,50.4,0.013117710394643836,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*Senior Software Engineer (ML) @ Dream11 [45m] | AI Research Engineer @ Freshworks [9m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Fine-tuning LLMs(intermediate,29m); Embeddings(intermediate,15m)","Senior Software Engineer (ML) at Dream11 with 4.6 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 60-day notice (buyout possible). Note: Located in Ahmedabad, Gujarat, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
98,CAND_0094685,37.292623,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Research Engineer,Krutrim,3.5,"Pune, Maharashtra",True,2026-04-12,0.68,45,True,52.7,42,5,51.32,52.26,0.006923557307261535,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*AI Research Engineer @ Krutrim [26m] | AI Specialist @ BYJU'S [15m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Weaviate(advanced,18m); pgvector(advanced,30m); Python(advanced,48m)",AI Research Engineer at Krutrim with 3.5 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 45-day notice (buyout possible). Note: No evidence of LLM Integration & RAG; overall evidence density is lower than top-tier candidates.
99,CAND_0027723,37.053825,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,ML Engineer,Wysa,4.2,"Ahmedabad, Gujarat",True,2026-03-08,0.38,30,True,37.3,41,5,47.51,37.94,0.006990116435921703,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.5,0.5,0.4667,False,False,False,0.0,False,*ML Engineer @ Wysa [18m] | AI Specialist @ Yellow.ai [32m],"Worked on time-series forecasting models for supply-chain demand prediction at a logistics company. Built models in Prophet, LightGBM, and (for one project) a small LSTM — the LightGBM model ended up shipping. Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. The work was a mix of modeling, analysis, and stakeholder communication with the operations team.","Vector Search(intermediate,16m); Elasticsearch(advanced,28m); Pinecone(intermediate,32m)","ML Engineer at Wysa with 4.2 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: low recruiter response rate (38%); 30-day notice. Note: Located in Ahmedabad, Gujarat, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
100,CAND_0064331,37.046123,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Senior Software Engineer (ML),Swiggy,4.2,"Jaipur, Rajasthan",False,2026-03-14,0.74,30,False,-1.0,40,13,52.66,50.77,0.01772054674887333,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*Senior Software Engineer (ML) @ Swiggy [16m] | AI Research Engineer @ Flipkart [33m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","LLMs(intermediate,34m); Information Retrieval(intermediate,18m); Fine-tuning LLMs(intermediate,9m); OpenSearch(advanced,54m)","Senior Software Engineer (ML) at Swiggy with 4.2 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 30-day notice. Note: Located in Jaipur, Rajasthan, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
